PCOD;PDIVISAO;PPRINCFORN;PREF;PMARCAMODE;PDESC;PUNIDADE;PVLUVEN3;PVLUVENDA;SALDO
3796;"0106";15;"XML";"XML";"PARAF.FENDA MAQ.INOX CAB.CILIND.MA 6X12 CISER";"UNID";0.45;0.671;30.000
3806;"0554";64;"XML";"XML";"FURADEIRA DE IMPACTO 1/2 .220V";"UNID";465.19;510.885;4.000
3812;"9999";0;"XML";"XML";"ESC.CARVAO COD.XSE 207 P SCHUNK 720";"UN";27.00;40.500;1.000
3813;"0129";65;"XML";"XML";"PNEU 4.10/3.50X8";"UNID";70.00;105.000;10.000
3817;"0106";15;"XML";"XML";"PARAF.SEXT.ROSCA SOBERBA 1/4X100";"UNID";0.66;0.984;20.000
3821;"0316";106;"";"";"TAMPA E SOBRE TAMPA 52 X 44 CP-01";"UNID";108.34;400.000;0
3837;"0329";49;"";"";"QUADRO DE COMANDO 80 X 60 X 15";"UNID";294.32;804.150;0
3839;"9999";0;"XML";"XML";"BITS TIPO PHILLIPS PH-2 2^ MAKITA";"UN";6.46;9.690;2.000
3853;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 1/2X1.1/2 CISER";"UNID";1.97;1.974;8.000
3858;"0101";2;"XML";"XML";"TUBO PU 10X7.0MM AZUL / MT";"MT";5.50;6.000;6.000
3860;"0409";15;"XML";"XML";"TRAPO COLORIDO KG REGIAO";"KG";17.16;22.755;32.000
3878;"0102";67;"XML";"XML";"TINTA EM PO AZUL ROYAL";"KG";24.30;24.301;68.000
3879;"9999";0;"XML";"XML";"MOLA HELICOIDAL MA";"PECA";25.20;37.800;4.000
3885;"0225";53;"XML";"XML";"BROCA ACO RAP 04.70MM";"PT";22.39;38.940;1.000
3887;"0409";0;"XML";"XML";"PNEU 185/70R14 CONTINENTAL";"PC";400.00;510.000;1.000
3899;"0553";58;"XML";"XML";"CADEIRA PLT CANOA PT 1726";"UNID";21.39;32.085;12.000
3907;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 3/8X3 CISER";"UNID";1.48;3.850;267.000
3917;"0409";0;"XML";"XML";"ARMADOR P/REDE BATOM CR.C/2 METALVI";"PA";30.75;49.455;10.000
3919;"0225";15;"XML";"XML";"BROCA AR PONTA TITANIO 08.00MM";"UNID";24.13;36.480;2.000
3922;"0409";5;"XML";"XML";"MASSA CORRIDA IQUINE";"KG";4.27;4.569;10.800
3926;"0307";49;"";"";"SHIPPING PALLETS 4 MODELO";"UNID";790.63;3366.500;0
3936;"0550";0;"XML";"XML";"MATRIZ MB 14 OBL.  4,12 X 10,12 MM # 0,6";"PECA";157.61;211.500;1.000
3937;"9999";0;"XML";"XML";"ARRUELA TRAVA MA";"PECA";40.24;54.000;5.000
3939;"0136";15;"XML";"XML";"ARRUELA DE PRESSAO 3/8";"UNID";0.00;0.002;57.000
3940;"9999";0;"XML";"XML";"JOGO MACHO AR POL.UNC 3/8-16 3PCS ROCAST";"JG";116.49;175.185;1.000
3941;"9999";0;"XML";"XML";"CORREIA A 63 REXON";"UN";19.34;29.010;2.000
3942;"9999";1;"XML";"XML";"PARAF.SEXT.BC  6X 10 8.8 CISER";"UN";0.30;0.304;60.500
3943;"9999";0;"XML";"XML";"CHAVE ALLEN POL. 1/16^ GEDORE";"UN";2.86;4.335;1.000
3950;"0330";106;"";"";"CAIXA P/ REG DE GAS 40X40X15 EMBUTI";"UNID";60.92;155.000;1.000
3959;"0409";62;"XML";"XML";"JG CHAVE DE FENDA E PHILIPS";"JG";26.59;36.930;1.000
3960;"0409";62;"XML";"XML";"ALICATE BOMBA DAGUA";"PC";32.12;44.610;1.000
3961;"0409";0;"XML";"XML";"JG LIMA MURCA C/CABO";"JG";45.49;63.180;1.000
3962;"0126";18;"XML";"XML";"TUBO PATENTE 2. 1/2  CH. 2.00MM";"KG";8.96;24.000;0
3980;"1400";106;"";"";"SERVICO";"SV";20.00;39.980;190.000
3988;"0106";15;"XML";"XML";"PARAF.SEXT.BC 10X 50 8.8 CISER";"UNID";0.80;3.000;0.020
3994;"0106";22;"XML";"XML";"PARAF.ALLEN CAB.CHATA M-06X25";"UNID";0.72;0.721;16.000
3996;"0106";15;"XML";"XML";"CHUMBADOR PBA 5/16X3.1/4";"UNID";164.25;246.450;0.080
3997;"0101";15;"XML";"XML";"CHAVE ALLEN POL. 1/8^ GEDORE";"UNID";3.40;5.385;1.000
3998;"0125";13;"XML";"XML";"CHAPA PRETA (6.30) 1/4 (3 X 150)";"KG";6.38;13.740;1577.220
4003;"0112";2;"XML";"XML";"PORCA 9/16 DIR (OXI/ARG)";"PC";10.00;15.000;4.000
4004;"0210";2;"XML";"XML";"BICO DE CORTE 1502-6 ACET SM";"PC";40.00;60.000;1.000
4005;"0210";2;"XML";"XML";"BICO DE CORTE 1503-6 GLP";"PC";40.00;60.000;1.000
4009;"0316";106;"";"";"TAMPA P/ CAGEPA 37X50";"UNID";86.79;245.000;0
4012;"0149";67;"XML";"XML";"TINTA EM PO PRETO FOSCO HIBRIDA";"KG";20.46;41.946;122.000
4014;"0112";71;"XML";"XML";"FRESA CIRCULAR 3 X 1/4 X 1 - 885 A";"PC";1090.84;1510.050;2.000
4016;"0158";55;"XML";"XML";"PERFIL W 100 X 11,46  6M";"KG";9.92;24.000;27.844
4020;"0106";22;"XML";"XML";"PARAF.ALLEN CAB.CHATA M-06X16";"UNID";0.47;0.472;32.000
4022;"9999";0;"XML";"XML";"PLACA MAE 1150 B IH81MC-Q3";"UN";625.00;937.500;1.000
4023;"0232";57;"XML";"XML";"DISCO FLAP 115X22 GR-40 SAMURAI";"PC";15.08;28.275;30.000
4024;"0550";15;"XML";"XML";"CHAVE COMBINADA 11MM";"UNID";7.78;16.815;1.000
4028;"0136";15;"XML";"XML";"ARRUELA ZINC. LISA 7/8";"UNID";0.01;0.015;1.000
4029;"0128";18;"XML";"XML";"TUBO IND. PT RED. 1 CH 14";"KG";10.00;16.380;165.585
4031;"0106";2;"XML";"XML";"PARAFUSO SX 1/2X4.1/2 NC";"UNID";1.80;2.700;5.000
4032;"0106";2;"XML";"XML";"CHUMBADOR PBA 1/2X3.3/4 C/ PR E ARRUELA - ANCORA";"UNID";5.50;8.250;2.000
4033;"0409";5;"XML";"XML";"MARRETA S/CABO 5KG";"PC";92.00;138.000;1.000
4035;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC. 7/8X6 CISER";"UNID";0.14;0.215;1.000
4036;"0106";15;"XML";"XML";"PORCA SEXT. TRAVANTE 7/8 ZINC CISER 1";"UNID";0.06;0.086;1.000
4037;"0106";15;"XML";"XML";"PORCA SEXT.MA TRAVANTE 12MM ZINC CISER";"UNID";0.00;0.003;2.000
4043;"0555";14;"XML";"XML";"MAQUINA DE SOLDA 220A MULTI-PROCESSO MIGFLEX250 -";"UNID";3900.00;5850.000;1.000
4046;"0555";64;"XML";"XML";"LIXADEIRA POLITRIZ 5 STANLEY 600W      220V";"UNID";531.90;795.405;1.000
4050;"0409";54;"XML";"XML";"CINTA AMARR.CARGA 4T/2T CA400 VONDER";"PC";49.16;109.905;6.000
4053;"9999";0;"XML";"XML";"BITS DE TORCAO PH2X20MM IMPACT GOLD B-39512-10 - M";"UN";8.90;13.350;2.000
4059;"0225";62;"XML";"XML";"BROCA ACO RAP 10.50MM";"UNID";12.58;18.870;10.000
4060;"9999";62;"XML";"XML";"BICO CONTATO 1.00MM";"UN";8.00;18.675;13.000
4062;"0409";2;"XML";"XML";"VALVULA ESFERA PP 1/4'";"PC";20.00;30.000;1.000
4063;"0550";2;"XML";"XML";"CHAVE BIELA 17MM";"UN";28.00;42.000;1.000
4064;"0409";2;"XML";"XML";"CHAVE CANHAO 07MM";"UN";24.50;30.000;2.000
4065;"0409";2;"XML";"XML";"CHAVE CANHAO 11MM";"UN";22.00;33.000;1.000
4068;"0106";15;"XML";"XML";"PORCA ESP SX M12X1,75 (MA) CL.8";"UNID";0.63;0.010;30.000
4069;"9999";0;"XML";"XML";"SPRAY CHEMICOLOR U.GERAL PRETO FOSCO 400ML";"UN";22.50;33.750;12.000
4070;"9999";0;"XML";"XML";"SPRAY CHEMICOLOR U.GERAL FUNDO PREPARADOR 400ML";"UN";14.74;22.110;1.000
4076;"0409";5;"XML";"XML";"LIXA MASSA E MADEIRA NR.150-A-257 NORTON";"UN";0.72;1.065;3.000
4078;"0106";15;"XML";"XML";"PARAF.MDF CAB.CH 5.0X60 CISER";"UNID";0.00;0.004;10.000
4091;"0101";18;"XML";"XML";"CALHA GALV. 26 (0.30MT) C.S.N.";"KG";14.99;37.310;24.600
4100;"0230";22;"XML";"XML";"ESCOVA DE ACO TRANCADO TIPO COPO C/ROSCA 60MM ROCA";"UNID";12.58;42.285;1.000
4103;"0307";53;"";"";"BARRA DE LIGACAO P/ QD VERTICA 0,95";"PC";24.24;53.220;162.000
4104;"0307";53;"";"";"BARRA DE LIGACAO P/QD VERT 1445";"PC";25.16;56.430;120.000
4106;"0329";106;"";"";"QUADRO VERT. S/ESCADA 1.36 MT";"UNID";103.09;225.600;2.000
4108;"0307";2;"";"";"ESCORA METALICA 31O CM MD L";"PC";118.07;227.300;0
4110;"0409";2;"XML";"XML";"COTOVELO MACHO PNEUM 6MMX3/8 BPT -";"UN";12.00;18.000;2.000
4111;"0409";2;"XML";"XML";"MASCARA PFF2 S/VALVULA CA38504";"UN";0.89;2.595;325.000
4112;"0409";15;"XML";"XML";"FITA CREPE 24 X 50 NORTON";"UN";4.80;10.725;5.000
4126;"0230";22;"XML";"XML";"ESCOVA DE ACO TIPO COPO 75X6MM P/MANDRIL MAKITA";"UNID";16.19;24.285;1.000
4131;"0102";73;"XML";"XML";"TINTA BRANCO PURO PU";"LT";60.00;90.000;2.000
4132;"0210";15;"XML";"XML";"CORREIA A 26";"UNID";7.46;11.190;2.000
4133;"0210";15;"XML";"XML";"CORREIA A 32";"UNID";9.00;13.860;4.000
4134;"0545";25;"XML";"XML";"FRIGOBAR  45L.BCO MIDEA       220V";"UNID";743.20;1102.815;1.000
4136;"0409";25;"XML";"XML";"PISTOLA LIMPEZA 9/16 BESTFER";"UN";31.47;46.935;1.000
4137;"0409";25;"XML";"XML";"CHAVE CANO/GRIFO 24 BELZER.";"UN";114.03;243.165;1.000
4142;"9999";0;"XML";"XML";"PLACA CEGA 4X2 BR ARIA 57203001";"UN";2.41;4.350;4.000
4146;"0106";15;"XML";"XML";"PARAF.SEXT.AUTO-BROCANTE 12X2";"UNID";0.72;0.011;200.000
4147;"0409";15;"XML";"XML";"VEDA CALHA ALUMINIO 280G BRASCOLA";"UN";27.16;30.330;2.000
4148;"0157";70;"XML";"XML";"ROLAMENTO UC 205-16 1' FK";"UNID";35.08;58.500;4.000
4154;"0101";53;"XML";"XML";"POLIA ALUM. ESCALONADA A1 125X100X75X50-MADEM";"UNID";90.00;142.500;1.000
4155;"0101";71;"XML";"XML";"FRESA DE TOPO RETO HSS 4C-C 18.00MM";"PC";140.86;195.000;1.000
4156;"0106";57;"XML";"XML";"PARAFUSO SX 8.8 12X25 CADMIADO";"PC";1.40;2.100;120.000
4157;"0106";15;"XML";"XML";"PARAF.SEXT.MA 10X 30 8.8 CISER";"UNID";0.01;0.016;8.000
4158;"0101";57;"XML";"XML";"PORCA SX. 16MM 2,00 POLIDO";"PC";1.52;2.280;116.000
4159;"9999";0;"XML";"XML";"PARAF.SEXT.BC 12X 30 8.8 CISER";"UNID";137.00;205.950;0.020
4168;"1400";106;"";"";"SERVICO EM CARRO DE MAO";"SV";254.29;7.000;10.000
4171;"0106";25;"XML";"XML";"PARAF.SEXT.AUTO-BROCANTE 5,5X1 C200";"UNID";0.24;0.515;6000.000
4178;"9999";0;"XML";"XML";"CHAVE LIGA/DESL P/MOTOR TRIF CS103 30A";"UN";57.90;81.750;3.000
4179;"9999";0;"XML";"XML";"TAMPA CEGA P/CONDULETE PVC 57252/006";"UN";2.90;4.350;4.000
4185;"0225";53;"XML";"XML";"BROCA CONICA 27MM C/ENC CM3 - ROCAST / UN";"UNID";215.00;322.500;1.000
4188;"0102";5;"XML";"XML";"TINTA P/ PISO AMARELO DEMARCACAO";"LT";3.24;4.861;7.200
4189;"0102";5;"XML";"XML";"TINTA P/ PISO VERMELHO";"LT";3.24;4.861;3.600
4199;"9999";0;"XML";"XML";"PARAF.OLHAL SUSP. 06MM QUALITYFIX";"UN";3.86;5.790;93.000
4201;"9999";0;"XML";"XML";"PLAST NYLON QUADRADO 20X20 0.480 KG/MT";"KG";111.11;230.000;0.630
4212;"0121";76;"XML";"XML";"PERFIL QUAD 20 X 20 MM DE NITANYL";"KG";127.04;212.000;1.777
4213;"0550";15;"XML";"XML";"CHAVE COMBINADA 17MM";"UNID";16.67;25.005;2.000
4214;"9999";15;"XML";"XML";"CHAVE CANHAO 10MM";"UN";28.46;42.705;1.000
4215;"9999";15;"XML";"XML";"PORCA OLHAL SUSP. 06MM QUALITY";"UN";5.88;7.260;1.000
4216;"9999";0;"XML";"XML";"SOQUETE SEXT 17MM ENC 1/2 GEDORE";"UN";19.53;29.370;1.000
4217;"9999";0;"XML";"XML";"MANGUEIRA PNEUM.PT 300PSI5/16AR50M";"RL";162.57;272.805;1.000
4221;"0307";106;"";"";"MAO FRANCESA EM BARRA CHATA  50 CM";"PC";18.10;45.000;35.000
4230;"0552";12;"XML";"XML";"CENTRAL DE ALARME PROT R/I ACTIVE 20 ETHERNET V5";"UND";469.35;704.025;1.000
4233;"0554";62;"XML";"XML";"FURADEIRA A BATERIA / PARAFUSADEIRA";"UNID";387.63;538.380;1.000
4236;"9999";0;"XML";"XML";"CHECKLIST TROCA DE COXIM";"UN";40.00;60.000;1.000
4237;"0307";106;"";"";"MAO FRANCESA EM BARRA CHATA  35 CM";"PC";14.05;27.680;28.000
4247;"9999";0;"XML";"XML";"COIFA CAMBIO PALIO";"UN";15.00;15.000;2.000
4248;"9999";77;"XML";"XML";"PONTEIRA 2 - CA REDONDA PRETA INT.";"PC";0.94;1.410;200.000
4262;"9999";0;"XML";"XML";"THC-B120C-P(2.8MM)(HIK BRA)/MAO/CKD";"UND";144.89;217.335;5.000
4264;"9999";0;"XML";"XML";"THC-T120C-P(2.8MM)(HIK BRA)/MAO/CKD";"UND";136.13;204.195;4.000
4275;"0409";23;"";"";"PORTA BICO M8X28 MM";"PC";17.30;35.076;1.000
4278;"0210";23;"XML";"XML";"PORTA-PINCA P/ TIG 2.4";"PC";4.07;50.687;1.000
4279;"0409";23;"";"";"BICO CONT. LONGO 0.8MM PLUS M8";"PC";1.85;27.483;3.000
4284;"0550";497;"XML";"XML";"JOGO DE MACHO 1' JG 3PC";"JOGO";77.36;28.590;1.000
4285;"0225";2;"XML";"XML";"JOGO DE MACHO M6X1,00 - 3PCS ROCAST";"JOGO";40.00;60.000;1.000
4286;"0550";497;"XML";"XML";"JOGO DE MACHO 1/4' JG 3PC";"JOGO";77.36;28.590;1.000
4287;"0550";497;"XML";"XML";"JOGO DE MACHO 1/2' JG 3PC";"JOGO";77.36;28.590;1.000
4288;"0550";497;"XML";"XML";"JOGO DE MACHO 5/8' JG 3PC";"JOGO";77.36;28.590;1.000
4290;"0550";2;"XML";"XML";"JOGO MACHO AR POL.N.02 5/16 3PCS ROCAST";"JOGO";93.61;140.415;2.000
4291;"0225";2;"XML";"XML";"JOGO DE MACHO M20X250 - 3PCS ROCAST";"JOGO";40.00;60.000;1.000
4293;"0225";2;"XML";"XML";"JOGO DE MACHO M18X250 - 3PCS ROCAST";"JOGO";40.00;60.000;1.000
4296;"0550";62;"XML";"XML";"MACHO MAQUINA 3/8";"UNID";47.47;187.485;1.000
4300;"0550";388;"XML";"XML";"COSSINETE MANUAL HSS M12X1,5 6G";"PC";108.00;218.969;1.000
4301;"0326";49;"";"";"ARMARIO C/ 16 PORTAS 200X120X38";"UNID";744.37;1875.510;0
4303;"0552";62;"XML";"XML";"AFIADORA DE BROCAS ELETRICA 4.200 RPM";"PC";435.99;653.985;1.000
4309;"0555";78;"XML";"XML";"TORNO";"01";11700.00;17550.000;1.000
4312;"1400";106;"";"";"SERVICO DE PINTURA PORTA AUT.";"M2";30.00;45.000;9.000
4317;"9999";0;"XML";"XML";"MEC-TRONIC PETRA 2 TOM.2P+T 20A";"PC";12.04;21.675;2.000
4338;"9999";0;"XML";"XML";"CUPILHAS ZN - 1/8 X 2'";"UN";0.00;0.003;91.000
4344;"0123";553;"XML";"XML";"CANTONEIRA L 4 X 1/4";"KG";10.39;28.000;30.000
4366;"0231";2;"XML";"XML";"LIXA D AGUA GR- 100";"UN";2.25;3.000;5.000
4371;"0431";20;"XML";"XML";"DESENGRAXANTE ACIDO P/  GALVANIZADO)";"KG";19.00;28.500;50.000
4374;"0452";79;"XML";"XML";"PAPEL TOALHA";"FD";47.00;59.250;5.000
4375;"0452";79;"XML";"XML";"BOM AR PURIFICADOR";"UND";13.00;20.250;4.000
4387;"9999";0;"XML";"XML";"TUBO ELETRODUTO SOLDAVEL 25MM FORTLEV";"UN";6.21;11.820;25.000
4389;"9999";0;"XML";"XML";"CAIXA DE LUZ 4X2 AM FORTLEV";"UNID";1.16;2.100;4.000
4395;"9999";0;"XML";"XML";"DIFUSOR GAS BRANCO TMB 240A BALMER / UN";"UN";12.00;18.000;4.000
4402;"0329";106;"";"";"QUADRO DE COMANDO 130 X 55 X 13";"UNID";274.54;850.120;0
4407;"0210";5;"XML";"XML";"ABRACADEIRA NYLON BRANCA 300X3.60";"SC";19.00;26.670;1.000
4435;"0106";15;"XML";"XML";"PARAF.SEXT.UNC ZINC 5/16X2.1/2CISER";"UN";0.01;0.978;12.000
4441;"0456";32;"XML";"XML";"SSD 240GB ADATA";"UN";250.00;675.000;1.000
4446;"9999";0;"XML";"XML";"SIM CARD FWT WLL FIXO-GSM 1,8GX 98-16GHZ";"UND";8.54;13.740;1.000
4458;"0419";54;"XML";"XML";"AVENTAL ACOUGUEIRO NAPABRIL 100X70";"UN";22.71;31.620;1.000
4466;"9999";0;"XML";"XML";"REGULADOR PRESSAO-351-CD 30-320 CO2";"PC";731.43;1068.000;3.000
4479;"0409";49;"XML";"XML";"ESCOVA TUBULAR (H) 1.1/2' VONDER";"PC";11.38;17.070;1.000
4480;"0409";49;"XML";"XML";"ESCOVA CIRC CONICA 4X1/2 M14 TORCI AC VD";"PC";34.25;51.375;2.000
4482;"0555";49;"XML";"XML";"MAQ MIG/MAG MM305 TRI VONDER";"PC";4939.39;8465.025;2.000
4483;"0550";54;"XML";"XML";"JG CHAVE ALLEN";"JG";48.58;72.870;1.000
4484;"0231";62;"XML";"XML";"PONTEIRA DE PARAFUS PHILIPES";"UNI";1.35;2.030;12.000
4485;"0231";823;"XML";"XML";"PONTEIRA DE PARAFUSADEIRA (BITS)";"EMB";1.35;2.030;12.000
4486;"0231";62;"XML";"XML";"INSERTO MD P/ACO USO TORONO";"UND";37.00;55.500;10.000
4487;"0231";62;"XML";"XML";"INSERTO MD USO TORNO P/ TRIANGULO";"UN";22.41;33.615;10.000
4488;"9999";0;"XML";"XML";"ESCOVA MANUAL DE ACO S/CABO";"UN";7.57;11.355;2.000
4489;"9999";0;"XML";"XML";"ESCOVA DE ACO CIRCULAR C/HASTE LATONADA";"UN";4.30;6.450;2.000
4490;"9999";0;"XML";"XML";"ESCOVA DE ACO CIRCULAR C/HASTE LATONADA";"UN";7.47;11.205;2.000
4497;"0225";2;"XML";"XML";"BROCA ACO RAP 02.00MM";"UN";3.53;5.250;3.000
4498;"0409";0;"XML";"XML";"TESOURA P/ CHAPA";"UN";57.58;155.880;2.000
4499;"9999";0;"XML";"XML";"REGISTRO ESFERA 3/4";"UN";30.00;45.000;1.000
4503;"0102";5;"XML";"XML";"*TINTA ESM. SECA RAPIDO CATERPILLAR";"LT";30.56;33.642;10.800
4505;"0554";9;"XML";"XML";"VENTILADOR MALLORY OLIMPO TS 40CM PRETO 220V";"PC";159.00;238.500;2.000
4512;"9999";0;"XML";"XML";"PLUG PLS-5276 32A 3P+T+N 380/440V SOPRAN";"UN";39.70;60.000;1.000
4516;"0419";15;"XML";"XML";"MASCARA SOLDA VISOR FIXO POLIPROPILENO PRO SAFET";"UN";25.00;41.865;1.000
4523;"9999";0;"XML";"XML";"CABO SEMI - RIGIDO 1 X10MM 1KV PRETO";"M";9.90;19.050;3.000
4525;"0316";106;"";"";"TAMPA P/CX GORDURA 30 X 50 CM";"UNID";42.77;108.000;0
4530;"0456";62;"XML";"XML";"BATERIA BOSCH S6X60DH CA 24M";"PC";379.00;568.500;1.000
4540;"9999";0;"XML";"XML";"6010- 04-06 MACHO FIXO NPT 1/4X3/8 *";"UN";13.50;20.250;1.000
4541;"9999";0;"XML";"XML";"ABRACADEIRA MICRO 9MM 13-19 MM UND";"UN";1.70;3.000;5.000
4549;"9999";0;"XML";"XML";"ESC.CARVAO COD.XSE 118 SCHUNK";"UN";19.11;28.665;3.000
4551;"0452";79;"XML";"XML";"DETERGENTE";"LT";2.90;4.914;10.000
4553;"9999";0;"XML";"XML";"KIT REBARBADOR MANUAL";"KIT";49.90;74.850;1.000
4554;"0456";53;"XML";"XML";"CAT BATERIA 2.0 AH 12V";"UN";179.78;269.670;1.000
4560;"9999";0;"XML";"XML";"LUVA HELANCA PU PRETA  8M  IMBAT";"DZ";36.16;66.165;4.000
4561;"0106";81;"XML";"XML";"PARAF.SEXT.UNC 1/2 X 1 ZB";"UN";1.40;2.100;43.000
4563;"9999";0;"XML";"XML";"FERRO DE SOLDA 40W 220V TRAMONTINA";"UND";56.98;85.470;1.000
4565;"9999";0;"XML";"XML";"PARAF.SEXT.ROSCA SOBERBA 3/8X65";"UNID";125.17;187.755;0.240
4566;"9999";0;"XML";"XML";"LINHA NYLON 0.8MM EKILON";"UND";19.32;29.310;2.000
4570;"0231";70;"XML";"XML";"ANEL ELASTICO P/EIXO 501.025";"UN";2.00;2.730;18.000
4572;"0210";37;"XML";"XML";"CORREIA A 83";"UN";19.01;45.000;5.000
4574;"0227";82;"XML";"XML";"POLIA DE FERRO A1 70MM";"PC";30.00;42.000;4.000
4580;"0552";53;"XML";"XML";"POLICORTE ELET ASM ULTRA 12'  MOTOR BLINDADO TRIFA";"UN";5234.24;7851.360;1.000
4581;"0552";53;"XML";"XML";"BASE GIRATORIA POLICORTE 12'";"UN";1026.24;1539.360;1.000
4591;"0550";72;"XML";"XML";"CHAVE FENDA P. CRUZADA 1/8X4 41505/009";"UN";4.90;7.350;1.000
4595;"0210";2;"";"";"CORREIA A 39";"PC";5.53;35.000;7.000
4616;"0410";31;"XML";"XML";"ACO VM RED (4340) 5/8 1.56KG/MT";"KG";85.00;112.500;0.780
4624;"0118";13;"";"";"ARAME MIG 0.80 MM";"KG";48.68;69.543;62.000
4633;"9999";0;"XML";"XML";"MASCARA DESCARTAVEL PFF1 S/VALV. NORTON";"UN";2.00;137.205;39.000
4655;"0106";81;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.1/4X3/4";"UNI";0.33;0.495;28.000
4656;"0106";81;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.3/16X1.1/2";"UNI";0.28;0.345;30.000
4658;"0550";81;"XML";"XML";"CHAVE COMBINADA 12MM";"UND";12.44;18.660;1.000
4659;"0550";81;"XML";"XML";"CHAVE COMBINADA 14MM";"UNI";14.27;21.405;3.000
4660;"0550";81;"XML";"XML";"CHAVE COMBINADA 15MM";"UND";16.63;24.945;1.000
4665;"0106";81;"XML";"XML";"PARAF.FRANCES 3/8X1.1/2 ZB";"UNI";1.20;1.800;4.000
4666;"0106";81;"XML";"XML";"PARAF.FRANCES 5/16 X 1-1/2 ZB";"UNI";0.82;1.230;8.000
4672;"0409";2;"XML";"XML";"ESQUADRO DE ALUMINIO 200MM";"PC";72.00;108.000;1.000
4674;"9999";0;"XML";"XML";"BOTAO DE EMERGENCIA GIRAR DESTRAV 1NF VM";"UN";19.90;29.850;1.000
4675;"9999";0;"XML";"XML";"CABO FLEXONAX 3X2,5MM 1KV PRETO";"M";7.90;13.200;3.000
4680;"0124";16;"XML";"XML";"BARRA CHATA 2 X 1/4";"KG";8.73;14.805;35.115
4682;"9999";0;"XML";"XML";"ROLAMENTO DE ESFERA 6203DDW";"UND";13.00;19.500;1.000
4683;"9999";0;"XML";"XML";"ROLAMENTO 6000";"UND";18.23;27.345;1.000
4684;"0101";86;"XML";"XML";"CHAPA DE POLIMEROS DE CLORETO DE VINILA (PVC), NA";"KG";132.15;198.226;240.000
4687;"0106";81;"XML";"XML";"PARAF.PHILLIPS A.A CAB.PAN.4.8 X 13";"UN";1.12;1.119;34.000
4688;"0106";81;"XML";"XML";"PARAF.SEXT.UNC ZINC 3/8X4";"UN";2.65;2.886;287.000
4696;"0552";1042;"";"";"PRENSA HIDRAULICA 60 TON CLP+CORTINA DE LUZ";"UNID";0.00;34500.000;1.000
4697;"0552";1042;"";"";"CALANDRA MOTORIZADA MOD CHT2006";"UNID";0.00;27450.000;1.000
4698;"0552";1042;"";"";"PRENSA VIRADEIRA MECAN MOD PVM60/75-2F";"UNID";0.00;41720.000;1.000
4699;"0552";1042;"";"";"GUILHOTINA HIDRAULICA MOD GHI2008 2";"UNID";0.00;41800.000;1.000
4700;"0552";1042;"";"";"FURADEIRA MULTI PNEUM F-21 PAINEIS";"UNID";0.00;17500.000;1.000
4702;"9999";0;"XML";"XML";"FILTRO BR 327X215X1200MM 130PL A F C FURO 12,7";"PC";690.00;1035.000;2.000
4708;"0112";15;"XML";"XML";"ARRUELA DE PRESSAO 5/32";"UN";0.11;0.158;8.000
4709;"9999";0;"XML";"XML";"SPRAY CHEMICOLOR U.GERAL BRANCO 400ML 10";"UN";17.74;30.045;1.000
4710;"9999";0;"XML";"XML";"PARAF.PHILLIPS.MAQ.BC CAB.PAN MA 4X12";"UNID";20.00;30.000;0.080
4712;"0225";62;"XML";"XML";"BROCA AR PONTA TITANIO 05.50MM";"UN";3.18;4.800;10.000
4714;"0409";62;"XML";"XML";"JG LIMA BASTARDA C/CABO";"JG";51.35;77.025;3.000
4715;"0550";62;"XML";"XML";"GRAMPO SARGENTO APERTO RAPIDO 12'";"UN";38.59;57.885;4.000
4716;"0552";62;"XML";"XML";"FURADEIRA DE IMPACTO A BATERIA 12V";"UN";409.30;613.950;1.000
4717;"9999";62;"XML";"XML";"TESOURA P/CHAPA MOD AVIACAO";"UN";30.96;46.440;1.000
4718;"9999";0;"XML";"XML";"JOGO DE FERRAMENTAS";"JG";475.23;712.845;1.000
4719;"9999";0;"XML";"XML";"CHAVE AJUSTAVEL";"UN";103.98;155.970;1.000
4720;"9999";0;"XML";"XML";"COMPASSO RETO";"PC";106.00;159.000;1.000
4724;"9999";0;"XML";"XML";"COTOVELO PNEUM 8MMX1/4 NPT - PL0802 UN";"UN";11.11;16.665;1.000
4725;"0550";0;"XML";"XML";"CHAVE BIELA 08MM";"UN";22.78;34.170;2.000
4727;"0409";0;"XML";"XML";"TRENA DE ACO AVULSA 03MT AM STARRETT";"UN";9.85;15.615;2.000
4732;"0106";81;"XML";"XML";"PARAF.FENDA MAQ.CAB.RED.5/32X1.1/2";"UN";0.15;0.225;10.000
4733;"0106";81;"XML";"XML";"PARAF.SEXT.UNC ZINC 3/8X4.1/2";"UN";2.25;3.368;4.000
4737;"0106";54;"XML";"XML";"PARAF.SEXT.AUTO-BROCANTE 5,5X3,4";"UNI";21.76;32.640;40.000
4743;"0101";57;"XML";"XML";"PORTA BEDAME RETO 2020 K16-T";"PC";367.82;551.730;1.000
4750;"0316";49;"";"";"PORTA P/ ABRIGO DE HIDRO 1,40X80";"UNID";119.09;513.780;0
4751;"9999";0;"XML";"XML";"OLEO COMPRESSOR P-150 DULUB MAX UN";"UN";30.00;37.500;2.000
